name,hash,progenitor_mass,rotational_velocity,magnetic_field_exponent,revival_time,metallicity,eos,direction,rotation,turbmixing_param
Warren_2020,skraft3oij,23.6 solMass,,,,,,,,1.27
Warren_2020,e4pzd2ovt7,23.700000000000003 solMass,,,,,,,,1.23
Warren_2020,qnnty2xy6c,23.700000000000003 solMass,,,,,,,,1.25
Warren_2020,dnkeqqjsmr,23.700000000000003 solMass,,,,,,,,1.27
Warren_2020,n5735nmul2,23.8 solMass,,,,,,,,1.23
Warren_2020,ddiaaqhi6c,23.8 solMass,,,,,,,,1.25
Warren_2020,uhorxfi2om,23.8 solMass,,,,,,,,1.27
Warren_2020,vfytcrxfvm,23.9 solMass,,,,,,,,1.23
Warren_2020,y7vaz55bn2,23.9 solMass,,,,,,,,1.25
Warren_2020,j65szjd4db,23.9 solMass,,,,,,,,1.27
Warren_2020,5fat3fcevp,24.0 solMass,,,,,,,,1.23
Warren_2020,yvrq3ufbrg,24.0 solMass,,,,,,,,1.25
Warren_2020,dzgsxxi4s4,24.0 solMass,,,,,,,,1.27
Warren_2020,mywhkzmtvj,24.1 solMass,,,,,,,,1.23
Warren_2020,ma7gvdppek,24.1 solMass,,,,,,,,1.25
Warren_2020,g5molkyayc,24.1 solMass,,,,,,,,1.27
Warren_2020,4sfy4f5xnx,24.200000000000003 solMass,,,,,,,,1.23
Warren_2020,cm5rj6ayhe,24.200000000000003 solMass,,,,,,,,1.25
Warren_2020,r2lgqaicdy,24.200000000000003 solMass,,,,,,,,1.27
Warren_2020,rsjx3x4pig,24.3 solMass,,,,,,,,1.23
Warren_2020,o4xe7xlxst,24.3 solMass,,,,,,,,1.25
Warren_2020,37mfglv7sp,24.3 solMass,,,,,,,,1.27
Warren_2020,fowrfn4ksl,24.4 solMass,,,,,,,,1.23
Warren_2020,rgkpouqwnc,24.4 solMass,,,,,,,,1.25
Warren_2020,vrgaoalhv5,24.4 solMass,,,,,,,,1.27
Warren_2020,rk55a3waf5,24.5 solMass,,,,,,,,1.23
Warren_2020,w7kvct7dx6,24.5 solMass,,,,,,,,1.25
Warren_2020,h7ib4u3e2w,24.5 solMass,,,,,,,,1.27
Warren_2020,2f2gseyqqv,24.6 solMass,,,,,,,,1.23
Warren_2020,34k4pt4gl4,24.6 solMass,,,,,,,,1.25
Warren_2020,ztmtcwk3bg,24.6 solMass,,,,,,,,1.27
Warren_2020,eyfbmava7h,24.700000000000003 solMass,,,,,,,,1.23
Warren_2020,fmutr2ehd7,24.700000000000003 solMass,,,,,,,,1.25
Warren_2020,oirv2pvokl,24.700000000000003 solMass,,,,,,,,1.27
Warren_2020,jcngnozmie,24.8 solMass,,,,,,,,1.23
Warren_2020,jufb6jpb73,24.8 solMass,,,,,,,,1.25
Warren_2020,xtqpho7iju,24.8 solMass,,,,,,,,1.27
Warren_2020,q5bb4qcc4d,24.9 solMass,,,,,,,,1.23
Warren_2020,2kqqwfl2fi,24.9 solMass,,,,,,,,1.25
Warren_2020,hm3zmsk4i5,24.9 solMass,,,,,,,,1.27
Warren_2020,civ7tvp5tz,25.0 solMass,,,,,,,,1.23
Warren_2020,2atcqs7pzr,25.0 solMass,,,,,,,,1.25
Warren_2020,pe6kmbpcee,25.0 solMass,,,,,,,,1.27
Warren_2020,bxiqwdtv46,25.1 solMass,,,,,,,,1.23
Warren_2020,tpv36rg2ay,25.1 solMass,,,,,,,,1.25
Warren_2020,lzpfu3dj73,25.1 solMass,,,,,,,,1.27
Warren_2020,lmp77pzdf6,25.200000000000003 solMass,,,,,,,,1.23
Warren_2020,5ohe5tommg,25.200000000000003 solMass,,,,,,,,1.25
Warren_2020,4b5g74pna4,25.200000000000003 solMass,,,,,,,,1.27
Warren_2020,rlo7dct3u3,25.3 solMass,,,,,,,,1.23
Warren_2020,6qeziiyxgk,25.3 solMass,,,,,,,,1.25
Warren_2020,uhlkkzchkb,25.3 solMass,,,,,,,,1.27
Warren_2020,72utbrybdi,25.4 solMass,,,,,,,,1.23
Warren_2020,g7zjvv7ky6,25.4 solMass,,,,,,,,1.25
Warren_2020,y26qhux2gl,25.4 solMass,,,,,,,,1.27
Warren_2020,ien6hy2miu,25.5 solMass,,,,,,,,1.23
Warren_2020,gpllr5bmjp,25.5 solMass,,,,,,,,1.25
Warren_2020,kfpr7ww65r,25.5 solMass,,,,,,,,1.27
Warren_2020,gv2i3qpdz5,25.6 solMass,,,,,,,,1.23
Warren_2020,ytheium5iz,25.6 solMass,,,,,,,,1.25
Warren_2020,sdmkdrsgih,25.6 solMass,,,,,,,,1.27
Warren_2020,bdrq52n2sh,25.700000000000003 solMass,,,,,,,,1.23
Warren_2020,vammqgbgwl,25.700000000000003 solMass,,,,,,,,1.25
Warren_2020,hwrnb5cezj,25.700000000000003 solMass,,,,,,,,1.27
Warren_2020,qlyg55rp7w,25.8 solMass,,,,,,,,1.23
Warren_2020,jvjex5jner,25.8 solMass,,,,,,,,1.25
Warren_2020,cop224gbtq,25.8 solMass,,,,,,,,1.27
Warren_2020,iinatt6fng,25.9 solMass,,,,,,,,1.23
Warren_2020,aax56cbnvy,25.9 solMass,,,,,,,,1.25
Warren_2020,lmsffijhhp,25.9 solMass,,,,,,,,1.27
Warren_2020,27sr6xiah6,26.0 solMass,,,,,,,,1.23
Warren_2020,7rtom4c3qv,26.0 solMass,,,,,,,,1.25
Warren_2020,dmqlyddaik,26.0 solMass,,,,,,,,1.27
Warren_2020,4e42nti5ue,26.1 solMass,,,,,,,,1.23
Warren_2020,fmaegndbi7,26.1 solMass,,,,,,,,1.25
Warren_2020,w5xsosl5km,26.1 solMass,,,,,,,,1.27
Warren_2020,tck7axvjud,26.200000000000003 solMass,,,,,,,,1.23
Warren_2020,3cdl5z7cnw,26.200000000000003 solMass,,,,,,,,1.25
Warren_2020,t2vnm6e2zf,26.200000000000003 solMass,,,,,,,,1.27
Warren_2020,vgemeotjrl,26.3 solMass,,,,,,,,1.23
Warren_2020,nuktuf7x4s,26.3 solMass,,,,,,,,1.25
Warren_2020,xukr6vgd2q,26.3 solMass,,,,,,,,1.27
Warren_2020,zp2nmcnjrx,26.4 solMass,,,,,,,,1.23
Warren_2020,nc4vrosoux,26.4 solMass,,,,,,,,1.25
Warren_2020,4mtgeyxutv,26.4 solMass,,,,,,,,1.27
Warren_2020,xnouzzvedc,26.5 solMass,,,,,,,,1.23
Warren_2020,2e46wnha3c,26.5 solMass,,,,,,,,1.25
Warren_2020,ecn66m6kqs,26.5 solMass,,,,,,,,1.27
Warren_2020,6sfvhjzrvl,26.6 solMass,,,,,,,,1.23
Warren_2020,noia6p3gst,26.6 solMass,,,,,,,,1.25
Warren_2020,otmyd3riqi,26.6 solMass,,,,,,,,1.27
Warren_2020,26edpsfq46,26.700000000000003 solMass,,,,,,,,1.23
Warren_2020,t4uwbbgxnu,26.700000000000003 solMass,,,,,,,,1.25
Warren_2020,leitl2ulvj,26.700000000000003 solMass,,,,,,,,1.27
Warren_2020,icfpx6sa4x,26.8 solMass,,,,,,,,1.23
Warren_2020,b6klt4e4ve,26.8 solMass,,,,,,,,1.25
Warren_2020,35pncxum2g,26.8 solMass,,,,,,,,1.27
Warren_2020,mn3xzxaqwa,26.9 solMass,,,,,,,,1.23
Warren_2020,jn2duniru3,26.9 solMass,,,,,,,,1.25
Warren_2020,euprjj3wjg,26.9 solMass,,,,,,,,1.27
Warren_2020,3v4thu5ful,27.0 solMass,,,,,,,,1.23
Warren_2020,pmintm4xtz,27.0 solMass,,,,,,,,1.25
Warren_2020,b3isbcsrmk,27.0 solMass,,,,,,,,1.27
Warren_2020,53fx4y6fcm,27.1 solMass,,,,,,,,1.23
Warren_2020,tl2d342nj6,27.1 solMass,,,,,,,,1.25
Warren_2020,dypzfbskti,27.1 solMass,,,,,,,,1.27
Warren_2020,u6uresxikg,27.200000000000003 solMass,,,,,,,,1.23
Warren_2020,ocei5nghca,27.200000000000003 solMass,,,,,,,,1.25
Warren_2020,wgl74orbwg,27.200000000000003 solMass,,,,,,,,1.27
Warren_2020,aiqipkmceb,27.3 solMass,,,,,,,,1.23
Warren_2020,ongidwlvmr,27.3 solMass,,,,,,,,1.25
Warren_2020,cuh6nbwifu,27.3 solMass,,,,,,,,1.27
Warren_2020,twbpqiv6hb,27.4 solMass,,,,,,,,1.23
Warren_2020,bybth4bw5y,27.4 solMass,,,,,,,,1.25
Warren_2020,4gd43p7jv2,27.4 solMass,,,,,,,,1.27
Warren_2020,3xj6hk5b6t,27.5 solMass,,,,,,,,1.23
Warren_2020,qfanjyhhsm,27.5 solMass,,,,,,,,1.25
Warren_2020,w2hl53ixpt,27.5 solMass,,,,,,,,1.27
Warren_2020,cidzcyrl5a,27.6 solMass,,,,,,,,1.23
Warren_2020,b7tywyhrjc,27.6 solMass,,,,,,,,1.25
Warren_2020,o3foe4hh7w,27.6 solMass,,,,,,,,1.27
Warren_2020,bqn65wlcwn,27.700000000000003 solMass,,,,,,,,1.23
Warren_2020,4mthy5rxit,27.700000000000003 solMass,,,,,,,,1.25
Warren_2020,ggrb2265qz,27.700000000000003 solMass,,,,,,,,1.27
Warren_2020,4wt4hoiaze,27.8 solMass,,,,,,,,1.23
Warren_2020,a6asjoggfa,27.8 solMass,,,,,,,,1.25
Warren_2020,kdlfe2pn6s,27.8 solMass,,,,,,,,1.27
Warren_2020,maryzhid26,27.9 solMass,,,,,,,,1.23
Warren_2020,6pdongsrvr,27.9 solMass,,,,,,,,1.25
Warren_2020,s6tyu6lsn3,27.9 solMass,,,,,,,,1.27
Warren_2020,vfid6pxtyi,28.0 solMass,,,,,,,,1.23
Warren_2020,2tgc22sfkn,28.0 solMass,,,,,,,,1.25
Warren_2020,vlnfkn6fy7,28.0 solMass,,,,,,,,1.27
Warren_2020,fatgnaa5et,28.1 solMass,,,,,,,,1.23
Warren_2020,67rfvvvgsm,28.1 solMass,,,,,,,,1.25
Warren_2020,jfexno7ylo,28.1 solMass,,,,,,,,1.27
Warren_2020,b6gc3xss56,28.200000000000003 solMass,,,,,,,,1.23
Warren_2020,qqvji2vf6z,28.200000000000003 solMass,,,,,,,,1.25
Warren_2020,qbdrzh3oxi,28.200000000000003 solMass,,,,,,,,1.27
Warren_2020,d2d4iwvnir,28.3 solMass,,,,,,,,1.23
Warren_2020,g6gdro4qg5,28.3 solMass,,,,,,,,1.25
Warren_2020,jwrobvyxka,28.3 solMass,,,,,,,,1.27
Warren_2020,75rz6uchid,28.4 solMass,,,,,,,,1.23
Warren_2020,sq5l2x73cy,28.4 solMass,,,,,,,,1.25
Warren_2020,fqd53kkh5q,28.4 solMass,,,,,,,,1.27
Warren_2020,mk4533yzdz,28.5 solMass,,,,,,,,1.23
Warren_2020,csnspvntht,28.5 solMass,,,,,,,,1.25
Warren_2020,46vzly2lkh,28.5 solMass,,,,,,,,1.27
Warren_2020,rssaawadaa,28.6 solMass,,,,,,,,1.23
Warren_2020,yzcijykid6,28.6 solMass,,,,,,,,1.25
Warren_2020,ujuxa5tsg5,28.6 solMass,,,,,,,,1.27
Warren_2020,divhhujj6z,28.700000000000003 solMass,,,,,,,,1.23
Warren_2020,sgfp73lq47,28.700000000000003 solMass,,,,,,,,1.25
Warren_2020,2pf3j2sgaw,28.700000000000003 solMass,,,,,,,,1.27
Warren_2020,yjponhetuj,28.8 solMass,,,,,,,,1.23
Warren_2020,javo6ghmmh,28.8 solMass,,,,,,,,1.25
Warren_2020,mqbfqkgfzl,28.8 solMass,,,,,,,,1.27
Warren_2020,r34atrnd4i,28.9 solMass,,,,,,,,1.23
Warren_2020,q6t4g77ixy,28.9 solMass,,,,,,,,1.25
Warren_2020,iuzymf2wkr,28.9 solMass,,,,,,,,1.27
Warren_2020,lnsfabwwqs,29.0 solMass,,,,,,,,1.23
Warren_2020,73jsczmbl7,29.0 solMass,,,,,,,,1.25
Warren_2020,l5jlxqfat7,29.0 solMass,,,,,,,,1.27
Warren_2020,ogrmaf33n2,29.1 solMass,,,,,,,,1.23
Warren_2020,4jffqepfiy,29.1 solMass,,,,,,,,1.25
Warren_2020,mn3gnn2qby,29.1 solMass,,,,,,,,1.27
Warren_2020,f66pzcefko,29.2 solMass,,,,,,,,1.23
Warren_2020,3turctxzne,29.2 solMass,,,,,,,,1.25
Warren_2020,ddp2tavgkx,29.2 solMass,,,,,,,,1.27
Warren_2020,zgdjwzfvds,29.3 solMass,,,,,,,,1.23
Warren_2020,xle3yw2uax,29.3 solMass,,,,,,,,1.25
Warren_2020,x4xk735udy,29.3 solMass,,,,,,,,1.27
Warren_2020,ygealqt3gf,29.400000000000002 solMass,,,,,,,,1.23
Warren_2020,st2ihdandi,29.400000000000002 solMass,,,,,,,,1.25
Warren_2020,4qo4xnwb4h,29.400000000000002 solMass,,,,,,,,1.27
Warren_2020,2pwxuylbee,29.5 solMass,,,,,,,,1.23
Warren_2020,wbawumvcmz,29.5 solMass,,,,,,,,1.25
Warren_2020,ujwshok2xh,29.5 solMass,,,,,,,,1.27
Warren_2020,vtesiztrtd,29.6 solMass,,,,,,,,1.23
Warren_2020,xntwlzuicb,29.6 solMass,,,,,,,,1.25
Warren_2020,qy2w6svir3,29.6 solMass,,,,,,,,1.27
Warren_2020,rhjymulvau,29.7 solMass,,,,,,,,1.23
Warren_2020,74i6gwrw46,29.7 solMass,,,,,,,,1.25
Warren_2020,akntt4br36,29.7 solMass,,,,,,,,1.27
Warren_2020,vireawg7an,29.8 solMass,,,,,,,,1.23
Warren_2020,owj25uoul2,29.8 solMass,,,,,,,,1.25
Warren_2020,tvhfb53i3e,29.8 solMass,,,,,,,,1.27
Warren_2020,onwb4dztmu,29.900000000000002 solMass,,,,,,,,1.23
Warren_2020,r4727lkovo,29.900000000000002 solMass,,,,,,,,1.25
Warren_2020,lf6c5do2bq,29.900000000000002 solMass,,,,,,,,1.27
Warren_2020,dre2u4vffn,30.0 solMass,,,,,,,,1.23
Warren_2020,tr7sp7uxbz,30.0 solMass,,,,,,,,1.25
Warren_2020,4csvy2tdyd,30.0 solMass,,,,,,,,1.27
Warren_2020,cip2fegcqb,31.0 solMass,,,,,,,,1.23
Warren_2020,mp6zncb625,31.0 solMass,,,,,,,,1.25
Warren_2020,5xaw43wiwx,31.0 solMass,,,,,,,,1.27
Warren_2020,khkiuukssl,32.0 solMass,,,,,,,,1.23
Warren_2020,obnxd5rtyi,32.0 solMass,,,,,,,,1.25
Warren_2020,bxnx6uh2ia,32.0 solMass,,,,,,,,1.27
Warren_2020,p6cspup527,33.0 solMass,,,,,,,,1.23
Warren_2020,rov3naol5f,33.0 solMass,,,,,,,,1.25
Warren_2020,tpyr5ydtmj,33.0 solMass,,,,,,,,1.27
Warren_2020,soriihvgmt,35.0 solMass,,,,,,,,1.23
Warren_2020,z4iftuxsq5,35.0 solMass,,,,,,,,1.25
Warren_2020,sjvxk2hc2y,35.0 solMass,,,,,,,,1.27
Warren_2020,ps4cvyxedw,40.0 solMass,,,,,,,,1.23
Warren_2020,rtfe66ogcm,40.0 solMass,,,,,,,,1.25
Warren_2020,vl26smp7pg,40.0 solMass,,,,,,,,1.27
Warren_2020,zt2wzr3vpm,45.0 solMass,,,,,,,,1.23
Warren_2020,qhuv2wlzv3,45.0 solMass,,,,,,,,1.25
Warren_2020,yfnkek5q3r,45.0 solMass,,,,,,,,1.27
Warren_2020,mn7336salg,50.0 solMass,,,,,,,,1.23
Warren_2020,lx6mueomhu,50.0 solMass,,,,,,,,1.25
Warren_2020,roekikb4ll,50.0 solMass,,,,,,,,1.27
Warren_2020,h25fvwzuq6,55.0 solMass,,,,,,,,1.23
Warren_2020,i4cf4ubm4n,55.0 solMass,,,,,,,,1.25
Warren_2020,zcoihjdury,55.0 solMass,,,,,,,,1.27
Warren_2020,muudsk2izx,60.0 solMass,,,,,,,,1.23
Warren_2020,3vtxgj5eue,60.0 solMass,,,,,,,,1.25
Warren_2020,kastoxxeq4,60.0 solMass,,,,,,,,1.27
Warren_2020,eh36tnc7ya,70.0 solMass,,,,,,,,1.23
Warren_2020,am25h7ixz7,70.0 solMass,,,,,,,,1.25
Warren_2020,75c4mmmntw,70.0 solMass,,,,,,,,1.27
Warren_2020,ljoy4vbeup,80.0 solMass,,,,,,,,1.23
Warren_2020,xywd55sozr,80.0 solMass,,,,,,,,1.25
Warren_2020,icxpejwz64,80.0 solMass,,,,,,,,1.27
Warren_2020,w44zf3ukuq,100.0 solMass,,,,,,,,1.23
Warren_2020,qatni73qvd,100.0 solMass,,,,,,,,1.25
Warren_2020,xptmoekyig,100.0 solMass,,,,,,,,1.27
Warren_2020,prfkxwakcn,120.0 solMass,,,,,,,,1.23
Warren_2020,ejcn3kap7s,120.0 solMass,,,,,,,,1.25
Warren_2020,gyxwsiuzgt,120.0 solMass,,,,,,,,1.27
Zha_2021,qbhzknlkwb,16.0 solMass,,,,,,,,
Zha_2021,ypjk6dph3x,17.0 solMass,,,,,,,,
Zha_2021,2dobsq22re,18.0 solMass,,,,,,,,
Zha_2021,iz2hc6ljwy,19.0 solMass,,,,,,,,
Zha_2021,sgry7phetf,20.0 solMass,,,,,,,,
Zha_2021,yoj5zonbuc,21.0 solMass,,,,,,,,
Zha_2021,qb32yyg6zv,22.0 solMass,,,,,,,,
Zha_2021,42vuc5vg5v,23.0 solMass,,,,,,,,
Zha_2021,espovu4qaa,24.0 solMass,,,,,,,,
Zha_2021,2tjr6zx5si,25.0 solMass,,,,,,,,
Zha_2021,lwlt72l4dy,26.0 solMass,,,,,,,,
Zha_2021,l6n7cl2tvu,19.89 solMass,,,,,,,,
Zha_2021,7gtjfovfzy,22.39 solMass,,,,,,,,
Zha_2021,3ynpvtw6qa,30.0 solMass,,,,,,,,
Zha_2021,3kn3m5rnx7,33.0 solMass,,,,,,,,
